,Cool,Funny,Rating,Text,Useful,Sentiment
40,13,5,4.0,"The place itself is very small and all the seats were taken. I went on a Thursday night, but given the size and how good the food is, I wouldn't be surprised if it's always full. As an appetizer, I split the dumplings filled with potatoes and herbs (#13). There are 8 dumplings, so even though it's listed as an entree, sharing this is a great appetizer. I don't remember what my friend got, but it was a vegetable entree in a kind of soup or very liquid sauce. There was a side of rice so all mixed together it was a great combo. I got the pan fried noodles with shrimp (#31) and it was amazing. I would definitely eat here again. I either recommend coming alone or with maximum 3 other people. Two tops are the best option in my opinion.",14,0.9928
41,18,9,4.0,"Was looking for a fun happy hour spot with healthy-ish (new year/new me) food options and so glad the decision finalized on The Folly.Walked in expecting for it to be busy for a 5:30pm Thursday and I was pleasantly surprised there was a ton of room at the bar. Grabbed a couple seats, greeted quickly, and ordered drinks immediately.Decor is awesome and I love how the goth/nautical theme makes you feel like you're in the downstairs of an old, dark, cool pirate ship. We ordered the Halibut Ceviche, super fresh and tasty. Also got the Octopus Skewers, usually like my Octo a big on the charred/crispy side, so it was a bit chewy for me, but still well done. Side of guac it's served with was delish.All in all the couple hours spent at The Folly were definitely happy ones, and I would absolutely stop in again.",19,0.9806
42,25,8,4.0,"I visited Tomino after the restaurant had been added to the list of NYC's 2019 Michelin Bib Gourmands, and I have to admit that I was pleasantly surprised by the restaurant. Little Italy needs a little more diversity in the style and cuisine of restaurants in the area, and Tomino is a much needed addition. The first half of the venue is set up in a true tapas restaurant style - with plenty of counter seating for guests to get a glass of wine and enjoy a variety of small plates. The second half of the restaurant is a traditional dining room, and good for parties both large and small.My guest and I started off with a number of tapas. The classic Pulpo, or Octopus, was cooked to a perfect texture and sprinkled with a generous amount of paprika. I did find the flavor to be a little monotonous, however. Loved the Huevos Rotos, and the Lamb Chops were so flavorful and paired deliciously with a chestnut puree; however, I will note that while we asked for medium rare, it was cooked to a very noticeable rare. I would skip the Scallops - three of them are served in a scallop shell and covered in a generous sauce. The scallops were slightly undercooked and had no sear or texture.The star of the dinner was definitely the Tomahawk Steak for Two. It was beautifully cooked and presented, and at the ideal medium rare we asked for. Each cut was so flavorful, and I appreciated the range of lean to fattier portions of meat available. I wasn't a huge fan of the semi-soggy potatoes, but my guest enjoyed them more.Service was on point and very attentive, and our water was refilled constantly. While I overall enjoyed the experience, there are some tweaks and misses on dishes that make the place fall just shy of perfect.",23,0.9854
43,25,9,4.0,"38 Parlor is a unique venue that can be an out of the norm event space for your next event. On the 3rd floor, you will find a full floor uniquely designed with some ornate vintage pieces, exposed brick, luxurious wall paper and an old skool phone booth. (great photo opps)The main room is ornately decorated with vintage rugs, wood end tables and velvet couches. There is a small bar and a vintage claw foot bathtub that is used to chill beverages. Additionally there is a full kitchen with two additional specially themed rooms and a small private alcove. You can bring your choice of food and beverages (the kitchen is useful) to be served to your guest for whatever event you are celebrating and there is room for a DJ to set up also. I was in attendance for a private party and there was good use of the entire space. The opportunity for dancing was readily available however, the rugs can be a trip hazard so it's important to be careful.Unfortunately I failed to get pics of the awesome highlights about the space that I mentioned but do know it was pretty cool and a great change of pace and atmosphere.  Just A Note:The elevator was out of service (12/30/18) and there were extension cords running up and down the stairs which was a cause for concern. I'm not sure if it's a regular occurrence or if it had anything to do with something on another floor.",27,0.9601
44,12,3,4.0,"Plenty of seating, fantastic customer service.Rotisserie chicken was great and the potatoes were super delicious. But the honeycomb Lasagna....man! Definitely stopping by for lunch since this place is near my office. Didn't get a chance to try dessert because i was in a hurry but great ambience and lovely staff.",13,0.9681
45,13,5,4.0,"What a pleasant surprise this turned out to be. I was coming from Lukes lobster shack, after picking up a delicious lobster grill cheese sandwich and they no longer had any of their soups available. I happened to pass this restaurant on the way home and see they had a lobster bisque available so I went in to order some to take home and I was greeted by such a lovely host, that I decided to sit down ordered me some wine while I waited for my soup. The restaurant itself is quite small but very romantic, perfect place for date night, or just to be low key while grabing a bite to eat, or sumthin to sip on. My lobster bisque was worth every penny. It had big lumps of lobster, it was so smooth and creamy filled with such flavor, cant wait to do another visit and explore the menu. F.Y.I. This restaurant honors your yelp check-in only if you stay and have dinner, thats what I was told, so I saved mines for another time.",14,0.9797
46,13,6,4.0,"New Mediterranean corner spot that cooks up schwarma & falafel plates and pitas in a spiffed up key corner right next to Cinepolis.Great pice point with sit down and take out. I went with a falafel platter. Really cute packaged hummus, babaganousch and baklava. Price point is very reasonable for healthy Med. fare. Soft opening today with more options coming and always need more Med in our lives. Glad to see this spot in the 'hood. Welcome to Chelsea!",20,0.9109
47,26,14,4.0,"I first saw The Polynesian float around my Yelp feed a few months ago. I was instantly hooked; being someone who is a fan of tiki and Polynesian aesthetics, I smashed that bookmark button hard. I was in midtown for a meeting the other day and one of my colleagues suggested we go here afterwards, so naturally I eagerly said yes. I haven't seen too many tiki bars around NYC; most of my experiences with them have been in Florida at Disney's Polynesian Village Resort. That's really my reference point, which can be a good and bad thing since Disney tends to exaggerate many of their themes. Either way, I went into the Poly with an open mind. The bar is located inside the Pod Hotel on 42nd street. We were instructed to check-in on the ground floor where we received wrist bands and then went up to the lobby level where the bar was. I really didn't get the whole wrist-band and check in thing since the space was mostly empty when we arrived, but whatever maybe it's part of their operating procedures. Anyway, the space was quite large; they had a combination of lounge seating, tables, booths, and outdoor/rooftop space. The decor was *perfect* - it captured the tiki bar feel but also had a sophisticated edge to it that prevented the space from being kitschy. They really paid attention to details like low lighting and branding on the plates and coasters - I really appreciate little things like that. We were not hungry so we decided to all share some of the large-format drinks. We tried the Barbossa's Punch first which was rum-based and had a number of fruit juices plus other goodies in it. The drink was tasty, strong but also smooth. It was served in a ceramic treasure chest which was a nice touch. The second one we tried was the Humuhumunukunukuapua'a which was served in a large fishbowl. This was also rum-based with some absinthe, coconut, and juices. Like Barbossa, it was smooth and fun to drink.Contrary to some reviews here, I thought service was fine; they checked in at just the right moments and got our drinks out relatively quickly. The bathrooms are also worth noting - the stalls are private with full-sized doors for optimal privacy #bless. Overall, I enjoyed the Poly - the drinks were good and the aesthetics were on point. I would definitely come back to explore more of their cocktails and perhaps try some of their food.",28,0.9955
48,22,10,4.0,"Katz's is probably the most famous deli in New York, if not the world.I've lived five minutes from here for almost three years but my first visit was last weekend. Somehow my desire for meat and willigness to wait in line never quite dovetail. But around 11 am on a Sunday the lines were mild and my boyfriend and I decided it was the day.Katz's is chaotic in a way it doesn't need to be. Confusingly, there's a small section for table service. There are at least three places to queue for food, though I believe only two of those serve sandwiches. The lines are self-forming and unpoliced, which leads to a lot of cutting.It took us maybe 20 minutes to get our sandwich, and that was with a negligible line compared to the hordes coming in when we left. Service is rushed and indifferent. Tables aren't very clean and if you get soup there'll be about as much on the plate as in the bowl.So, why go?The pastrami is truly all that. Thick cut, mildly smoky, moist, reminiscent of a pleasantly fatty brisket. Excellent. All it needs is that nice sharp mustard and a few bites of pickle. Absolutely worth the $22 split between two people.We also had a chocolate egg cream (unknown, at least $5) and matzoh ball soup ($8). The former is a great example, a bit creamier than typical. The latter is mostly broth and ball, but both are solid. It's massive so split this as well.After tax and tip, this somehow added up to $60. They're cash only and you pay with your ticket on the way out.Overall, the experience is stressful but it's worth doing at least once. I may look into delivery to get that meat without the hassle, but I know I'll be going back for it.",25,0.9315
49,16,7,4.0,"Went to see Dear Evan Hanson here. The theater is not very big but quite nice. I was a bit upset that the upper section seats were not cheaper. After now having gone, I will say there are not many bad seats. I was in the middle row of the upper section, stage right and the view was almost completely clear. The seats are comfortable and rather spacious for relative to most theaters.",26,0.9347
50,11,8,4.0,"Whenever I stop in to kill time because I missed my bus I am greeted by such a warm smile. Claire, the bartender is a true gem. I normally get a well drink that consists of Jameson and ginger ale for $7. They also offer Happy Hour specials for certain drinks for $5.Their menu is not extensive but some of the items are decent. I've tried the mozzarella sticks which can be a hit or miss, the chicken quesadilla which is not so good, and their boneless wings which are so-so.",14,-0.3166
51,18,5,4.0,"Delicious soondubu in Chinatown!! I don't live near Chinatown but this was worth a trip. My new fave soondubu in NYC! They have various soup ""flavor"" options (meat and seafood) and also mushroom and veggie (ask for vegetarian broth). The tofu was smooth and silky; the soup was delicious and flavorful!! There was depth to it and not just salty spicy broth. The medium spicy was not too spicy and just right for me! Yummy banchan dishes too and they refill it constantly without you even asking. So nice of them!Lots of other menu items- appetizers, bibimbap, bbq, ramen. Service was great- really warm & friendly staff/ owners. It made me feel like I was eating a home cooked meal. The decor was inviting and overall great ambience. Not too noisy and just great to enjoy a nice meal. I'll be back !",20,0.9968
52,56,21,4.0,"this is probably my favorite ramen place around the area in ktown (not that many ramen options to choose from anyway). Service is great, friendly staff and the ramen actually tastes good too! Totally recommend giving this place a try if you like ramen. Koku Ramen with wavy noodle is the best combo! tan tan noodle had a very peanutty flavor soup base, not my favorite. I prefer the original koku pork broth over that. Add a little spicy if you can handle it!",60,0.9842
53,13,11,4.0,"Think this place should come with a warning: waiting for the egg sandwich will take about 30 minutes out of your day. Also, it is hideously expensive, but luckily (?) I've become largely immune to the meaning of money after living here for so long. With that said, yes this was Top 3 best egg sandwiches I've ever had. My anger and anxiety that had built up during the wait (my friend and I had an appointment and we were in danger of running late) vanished with the first bite. Not sure how they do it, but they've managed to turn a sausage, egg, croissant sandwich into a True Culinary Experience. In addition to that, they also offer a very solid cup of Counter Culture coffee.Aside from the wait in the very small space, I have no real complaints.",18,0.864
54,13,6,4.0,"Loved loved loveddd this place. I can totally come back here multiple times. And all you yelpers, make sure to check in. You get a free cocktail. They have two options for the free drink , boilermaker ( bourbon based) and Greentini. Both of them pretty good & strong. Between the three of me & my friends, we got a few different dishes. Highly recommended dishes would be the wild mushroom croquettes, Gambia's Al Ajillio & Tuna tartare. Very very well make and great flavors. The lamb chop was alright. We like it more well done and this was rare so maybe that's why the opinion. I loved the decor of the whole place. So cozy, intimate and so inviting. The service was pretty good. Very well informed servers and hostess.",13,0.9955
55,18,10,4.0,"Very good Thai place, that is in the area of Midtown, the restaurant from outside looks smaller than it is, but this place has two floors, with making it good for any date night or a good meal with a few friends.I came here with a few friends, and we decide to go to the second floor, our waiter was nice and fast I and my friends share a few appetizersCurry Puffs a light, golden puffs stuffed with mixed vegetables and served with cucumber relish come with two pieces, this looks similar to a empanadas very good taste even that was only a veggie option, I really enjoy each bit of it.  Slow-Cooked Pork Belly a deliciously juicy, very tender pork belly that melts only with touching my palate, very tasty the best of the night. For my main course, I had the Drunk noddles, with was good and the portion was very big, and the price was reasonable.",18,0.9938
56,37,37,4.0,"Picture man bun wearing hipsters from Brooklyn invading your grandparents old finished basement to play Bocce Ball while drinking craft beer and cocktails. Yes, an indoor Bocce Ball court!Yet, I did not mind it as I was sipping on a cold brew sitting on a couch in front of a fireplace surrounded by a 70's look and feel. That's a heck of a lot of wood paneling! All that was needed was an old TV with rabbit ear antennas with Scooby Do and The Jetsons being shown.Its actually kind of neo-retro cool, and a different look over the cookie cutter Irish bro-fest bars that occupy Yorkville. Taking up residency in the spot that the tired and boring Jack Russell's was in, Jack and Fanny's is a welcome addition to the neighborhood, and offers up something dissimilar from the norm up here. Someone needs to tell some of the Yelpers here giving two star reviews to lighten up and get over themselves a bit. Have some fun and open your minds up just a little. There are still plenty of boring sports bars on the UES to watch football at while drinking crappy beer and eating fattening fried food with all the bro's. You'll be just fine.I have not tried any of the food here yet, but the house cocktail list is fun and there is a decent selection of craft beer to choose from. I found the bartenders to be polite and helpful. It's a big space with more than enough seats to chill at. Some funny signs and pictures on the walls too.Brought here by the same owners of Bondurants across the way, yet it's a totally different type of style and worth giving a shot or two. Total nostalgia, and brings back fond memories of visiting long gone relatives while chilling out in their ""finished rec room"" downstairs.Now, hand me a Bocce Ball and stand back!",36,0.9831
57,22,9,4.0,"Yesss finally made my way here first things first ID check go figured honestly didn't think they would even check it. Cake batter & Maple Bacon ... we're our choices Cake batter vodka martini wow what a great flavor & taste to this really surprised at how much u can actually taste the alcohol really didn't think that the ice cream would have such a strong alcohol taste. The Maple Bacon Bourbon was good as well nice combo the sweet & salty would b nicer if the bacon was more crispy. Second time around we had the ice cream flight great way to try few flavors. Vanilla bean bourbon good flavor, Hot buttered Rum was delicious, Red Velvet martini was not bad & the cake batter martini great flavor too. Small location not a lot of room for sitting down, cute decor ... they offer an ice cream happy hour very cool. Quick service & prices are decent great boozy ice cream will really make the time to visit from time to time.",21,0.9958
58,21,11,4.0,"I came here with two of my friends for dinner. My friend reserved a table and we were seated once everyone arrived. The waitress was very informative, patient, and helpful in explaining the menu. What I love about this restaurant is the palette. The menu changes daily so there are so many dishes you will never try unless you come here all the time. There are so many different flavors which beautifully come together. The whole experience was an 8.5-9.0/10. My friend really wanted to try the rotisserie duck, but you need to reserve that so maybe next time... My favorite dish was definitely the sizzling Grilled FlatironWe started out by ordering from the Raw section of the menu: the Maine Uni over rice. It was filled with a variety of flavors. I am not used to the fine-dining experience so when I first saw the dish, I just thought ""that's it?"" That's when I realize uni is a delicacy. Then, we ordered from the Large section of the menu: the Grilled Flatiron. The waiter poured shaoxing cream sauce which caused the dish to sizzle. The beef was cooked and cut beautifully and the sauce made it all the more appetizing with the enoki mushrooms. The meat was very tender. 10/10 (I loved it!) Then came another dish from the Large section: Shellfish & Sambal. I thought the Sambal made the noodles very flavorful and spicy. The coconut flavor was very evident in the dish. The shrimps were huge and nicely cooked, though I was not a huge fan of the shrimp. I thought this dish was not incredible since there are definitely places that serve curry just as good, but way more affordable. Finally, we all decided to order a slice of coconut pie for each person. This pie was a wonderful surprise. When the pie slices came, we slowly stared at what was on our plate. When I think of coconut pie, I pictured a giant custard pie with white coconut cream on top. What we saw was a dark slice of coconut pie with coconut whipped cream on the side. I placed my spoon and took a piece of the coconut pie and smattered it with a small smear of coconut whipped cream. The slice of coconut pie was so well put together. Sweet and savory. I applaud! This is probably the best coconut pie I've ever tried (so far) in my life.",26,0.9967
59,12,8,4.0,"Came here expecting the bare minimum. The NYC lunch crowd has been watching their waist lines, drinking kombucha, and taking early morning barre classes. by Chloe serves vegan food that is ""fresh"" and ""not processed."" It's the restricted diet answer to Panera Bread or Cosi. Well, surprised to say that it is actually good. I thoroughly enjoyed my vegan mac and cheese (large portion) and it definitely filled me up. The rest of the menu looked very appealing and I was tempted to get something else. This mac and cheese was good for vegan food (obviously nothing beats the real deal), and I enjoyed sampling their chipotle aioli sauce.It's expensive to eat out in this neighborhood, and as far as prices this is on par with what you would end up paying at Dig Inn or any other ""fresh ingredients"" sort of place.",16,0.9544
60,16,7,4.0,"This Japanese transplant is popping up like daisies in NYC, for good reason. It is delicious. They design their seating, and operation to be good and fast and arguably a place to steak for one. You pay when you leave. You order the steak at the grill station and the server takes your order for sides and soups. High tops are meant for side by side seating or seating for one. Might not be comfortable for some, and don't recommend for groups. Takeout is available... definitely want to try that one day and see how that is. It is inexpensive for steak at a restaurant but to be clear, it is not ""cheap."" Meats are still a range of $3 per oz and up. My hubs got the ribeye cause that's his fave. I don't like ribeye, too fatty. You have to order a 10oz min. I ordered my fave which is the filet, min 7 oz. They have other cuts, like assorted cubs, sirloin and even wagyu which I think is pricey but guess that is pricey everywhere. When the steak comes out, it comes out on a VERY hot plate so you want to order it rare. That's what they recommend and they might glare at you if you don't actually. It cools down quick. Be sure to pour some steak sauce on top of it before it does. They put a dollop of garlic butter atop. The steak is really really good and 7oz for me, of filet is plenty. Also, you can add on a garnish for $1. This is where I think they make a ton of $$$. They give you little for $1 and I think this should be included anyway. But, they do include basic onion and corn I think. I got potato, green bean which I could have done without. My hubs got broccoli as a garnish. You can get a beefy miso soup (comes as a mug), and side house salad for $5. Some might say it's small but I think it's fine for me. I got two mochi for $4, pretty good mochi where more ice cream was tasted, less flour and gelatinous chewy parts. The green tea and strawberry was good. Service was pretty good- typical Japanese politeness and attentiveness with water refills. I'd come back but I'd skip the side salad, soup, and maybe go with just one garnish. Good for them for trying something different. Total bill was some $66.",18,0.995
61,23,12,4.0,"All you can eat finally in NYC!! Came here twice in one weekend! Reservations can be made through Yelp which was great. I came here for both a dinner and lunch. I would say both are worth the price. Lunch has more limited selections but still has the prime good stuff for what you are paying like pork belly, brisket, short ribs, tofu stew. I would say meat is not the all time best quality but it sure came plentiful. I was partial to the none marinated meats. Ate it all and then some. The meal comes with bon chan like kimchi, a light cabbage slaw, onions and bean sprouts. For dinner, it came with cheese corn as well. Wait staff was very attentive and they truly earned their tips by helping you bbq and cut the meats. I would say this place is great for small and big groups. They can easily seat a party of six to share a grill which are large in size. Overall, I would definitely come again!",31,0.9949
62,26,13,4.0,"Can't believe I've lived in NYC since the mid 90's and never come here! Actually, I don't listen to jazz music that much so that could explain it.  A buddy from college wanted me to go see the Slim Gambill quartet with him so I said ""sure"".  (Slim is the guitarist for Lady Antebellum and he calls his music ""fake jazz"" but I can definitely say it was amazing!)Anyway, so I came here and had a wonderful evening. Drinks were small but strong, so that was nice. Everything was a little pricey but I liked my food (except for the ""jumbo lump crab cake"" which was neither jumbo nor lump-see picture) and I had a very relaxing and memorable evening.The show I saw was in the lower level and it was very nice. I felt so sophisticated, like I was in a Woody Allen movie! The acoustics were great but it wasn't deafening so I was really able to enjoy the music. The staff was great...every interaction I had was wonderful so I will definitely be back.",25,0.9961
63,73,44,4.0,"We truly had no idea how good this place was going to be. Why? Let me explain.Tiny Shanghai is tucked in Little Italy, looks a little too new to compete with the cult classics of Chinatown, and draws in a hipster crowd. It took a few minutes to understand, but upon tasting the food, everything made perfect sense.The soup dumplings were simply amazing. The skin was very deliciously thin, but held just enough strength that it did not break or let any precious soup out. Sometimes the tops can be wrapped too thick to enclose the dumpling, but these were flawless and delicate. The scallion pancake with beef was 100% THE BEST I've ever had. The pancake was the perfect amount of crispy, and loaded with cucumber and a sweet sauce on the beef. I cannot recommend this dish enough!Chinatown is filled with a certain type of Chinese restaurant- they've usually been around for decades and you can tell the chefs are immigrants that passed on recipes and have been cooking food their entire lives. You can taste the hard work and dedication, and sense the chef has been seasoned with generations of cooking experience. Tiny Shanghai reminds me of a hip, busy restaurant in Los Angeles with bombbbb ass food. Everything about them says young and west coast. They are the next generation of authentic Chinese food, taking those same old recipes, making it their own, and doing it well. Major kudos to you, Tiny Shanghai!",84,0.9956
64,68,40,4.0,"This will be a list-y review:-Highly instagramable-Floral arrangements on point!-Small, private, away from crowded areas-Food is out of this world! *Butternut squash w/ ricotta & fried chicken & waffles are our faves!-People will be taking lots of pictures, just like you will be doing-There may or may not be a poor man's photo shoot going on outside your window for about an hour plus (except in inclement weather)-Great brunch and/or date spot-Amazing drinks!",65,0.5889
65,17,4,4.0,I came in for a quick lunch and had a really solid meal. They have a few lunch specials but definitely could add a few more sushi options. Their chicken dumplings were really great. Not a life changing meal but great quality sushi. I'll definitely be back to see how they are for dinner.,19,0.9693
66,13,6,4.0,"My fiancé loves a good cigar so we stumbled in to Carnegie Club (his spot) for a Sunday funday. I've never been to a cigar bar before and had a blast. Grab a drink and get your smoke on! Be careful though, your clothes WILL smell.",13,0.8172
67,19,10,4.0,"We all know that nagging feeling when you're debating whether to go to a buzzy Midtown mega-restaurant: Am I just an adorable-yet-foolish sheep running into a pricey pen with mediocre eats?I definitely had that discomfort when I booked Empellon, but after a thoroughly lovely Sunday night meal, all my angst was a distant memory.Most surprisingly, the meal ended up being affordable -- if you're a fairly light eater and don't feel the need to splurge on A5 Wagyu beef, you can fill up for a very fair price. Yes, you'll probably spend anywhere from $14 to $22 for two tacos, but they're substantial tacos, not to mention delicious. The wine list caters to high rollers, but it has plenty of options for the hoi polloi.Most importantly, the meal was a brilliant combination of fun and fine dining. The servers are pros all the way and not the least bit snooty, and many of the dishes -- from the chips with guacamole and seven salsas, to the seasonal fruit dessert assortment -- are just flat-out good times. In closing, ""Empellon"" means ""shove,"" and if you're on the fence about stopping by this hotspot, I hope this review helps push you over the top to book a table.",20,0.9909
68,35,20,4.0,"Bad analogy- but I feel Jagua is like that long-standing Broadway play that either gets better with time- or slightly shifts with time. Let's be right on the money though- I think I have a say on this one and have been coming to Jagua on and off- for almost 20 years. During that time, things have changed, portions changed, as well as taste. But on plus side- they ditched the vinyl table covers for faux-wood table tops and ""woven"" neutral place mats. Don't get me wrong- Dominican food here isn't horrible at all. But it's enough for me to notice obvious differences- or maybe I'm just wishing for Dominican food- the way my Mom makes. With the ever-changing Lower East Side, high rises, chichi Lounges, yada yada yada- it's downright nice to see Castillo is STILL pumping out Dominican food after all these years. Hubby would come here on a daily when he lived in the LES in the late 80s- so I guess these guys are doing something right. Seems small, but Castillo has plenty table seating plus more at the counter. Go in and sit yourself with Merengue, Bachata, Perico Ripiao or Salsa always playing- so you're all good with the music. A few slips along the way, but really nothing to make me not want to return. Will brutally say though- it didn't dawn on me til midway our Lunch- that on my most recent visit with Mom and my hubby- Maduros I ordered, tasted like they've been fried using the same oil for other stuff (Chicken? Meat?- none I eat) and left most behind ;-(. Camarones Enchilados were substantial and good. Mom liked her Mofongo and my hubby always enjoys their double-broiled pork chops. FYI... Forget about all the other ""Jagua"" restaurants- this right here folks is king. Crowd? A real nice mix of cultures digging in plus prices are real damn good. Service? Very attentive but other times it lacks- so don't take insult if the all Dominican crew on deck isn't smiling ear-to-ear. Just come for the food.",44,0.9938
69,16,4,4.0,"KenScale: 8.25/10I have been very excited about a Renaissance of sort with all the exciting Chinese restaurants that have opened in New York City that create their own paths with distinct menus and culinary styles. In particular, the restaurants showcasing Chinese-style rice noodles called mifen, starting from Little Tong Noodle Shop, are quickly challenging the stronghold that Japanese ramen shops currently enjoy in the city. Hunan Slurp is one of the new trailblazing newcomers in this regard, with an interesting background story of the chef who was once an artist who ""seek to cure his homesickness through cooking"" (directly quoted from the restaurant's website) at this new sleek operation with futuristic décor. While Little Tong's noodle dishes are based on the influence of Yunnan province in the southwest of China, this restaurant, as the name suggests, draws influence from the Hunan province in central China. The biggest mistake my wife Jun and I made once we sat down and browsed the menu was that we did not realize that the restaurant does not yet a liquor license and therefore can't serve any alcohol. We both like to wash down our food with some sips of wine, cocktails or beer so that was a huge oversight, even more so once we realized how good the food at Hunan Slurp was.Contrary to my initial thought that this was a noodle-centric shop, Hunan Slurp's menu is surprisingly expansive, starting with hot and cold appetizers followed by mifen and seasonal specials sections. We weren't quite sure about the portions of the dishes and ordered only three which turned out to be a wise decision because the portion was quite generous. As if reflecting the chef's background, the plating of each dish had a certain artistic appeal to it, starting with the skewed beef with cumin in toothpicks that was a beauty to look at under the lights and was a great way to start the meal with chewy beef piece that was a perfect bite size. We also tried the Farmer's Egg dish consisting of stir fried egg accompanied by pepper and pork. I very much liked its robust flavor with spicy kick although Jun thought the seasoning was a little too aggressive and ordered a bowl of white rice to help neutralize the seasoning. For the mifen, we decided to go the other direction of spiciness spectrum and ordered a bowl with fish fillet and seasonal green. The broth was pure white and already smelled wonderful when the bowl came in front of us; its aromatic flavor helped balance out the bold flavor from the other two dishes and turned out to be more and more addictive as I slurped the noodle. Jun remarked that the soup reminded her of a Korean delicacy called jiri (a type of mild fish stew) known for being a perfect hangover cure and generally a very popular food for good health. Combine with fresh fish fillet (there are some small bones here and there so watch out while you eat the fillet), and this bowl turned out to be quite a stand-out noodle dish that would've been even more wonderful on a rainy evening.The restaurant does take reservations, but if you don't want all the hassles, you can probably walk in on the earlier side of evening (which is what we did on a recent Friday). As noted above, I lament that the restaurant does not have liquor license yet and hope they do soon and find out some interesting alcoholic beverages to match their dynamic food offerings. The dining space and vibe of the restaurant would work for a number of different occasions such as casual dates, get-together with parties of around 5 or 6 (I actually think large groups may work pretty nicely because the menu is large enough to allow for sharing of several dishes), etc. If you want to see an evolution of contemporary Chinese cuisine in a modern setting that also gets the cooking right (unlike all the Taos of the world), I highly recommend that you check out Hunan Slurp.",23,0.9959
70,10,9,4.0,"I love the uniqueness of this place as, the menu changes per season. You may encounter some familiar dishes, but prepare to come each season to try all the delicious food. I came here for the first time for Restuarant week and it was well worth it (and yes, the menu still changes with each restaurant week)! The portions were decent and they chose a great selection of their delicious dishes. Well worth it when you are a struggling student who wants to eat fancy for a day. I do recommend bringing buddies with you to enjoy and share multiple dishes with. I brought 2 other friends and we were able to try a majority of the items on the restaurant week menu! ( 2-3 more people would have been perfect)The second time I came here was with a company dinner. I couldn't have been more blessed to have dinner paid for by a company and of course have a learning session along with it. The food was amazing as usual and I definitely savored every bite.Setting: it's busy, crowed and loud, but very cute inside. Date night approved, but you just may need to have a louder conversation. Service: I have to admit, there was nothing ""special"" I recalled from the service when I was there for restaurant week. They were not as attentive as those had previously commented in their reviews, however, it wasn't a terrible experience. -Of course for the company dinner, since you are in a private room, you get full attention all the time.Restuarant menu 8/2015:Drink: Strawberry Rhubarb BelliniStarters:1) Corn bread with maple butter2) Watermelon amuse-bouche - I wish we got more of these, but only 1 per personAppetizers:1) Tomato capriccio - I am not much of a tomato fan, but the seasoning was amazing for this dish2) Corn gnocchi - very flavorful 3) Soft shell crab - this was ok, not what I am used to like at sushi placesMain Dish:1) Dr pepper ribs - I thought this had the best flavor out of the dishes we had. They were tender and I loved the sweetness to it.2) Creekstone Skirt Steak3) Viking Village Scallops - my only gripe is that I wish they had more piecesDessert: 1) Sticky toffee carrot cake - to die for!! highly recommend 2) Mint Chocolate sundae with lavender fudge sauce Round 2: Menu for company dinner:Appetizers: Sheep's Milk Cavatelli - lamb finocchiono. Fennel and chiliMain: Dried aged sirloin - cooked to perfection, juicy and tenderDessert: 1) Spring blueberry sundae2) spring market fruit - white strawberries...what??, first time for everything, delicious and healthyOverall: great experience and food selection, just some dishes I wish they had all the time, because waiting and hoping it will come back next time is heartbreaking.",16,0.9992
71,15,6,4.0,"Part of the offshoot of the 11 Madison park team you'll know you'll get a nice meal here. Specializing in chicken. It's a fast casual spot. You'll find it a bit more pricey but its worth it with the great ingredients. The space is nicely spaced out with ample seating and a nice modern way of ordering and picking up your food. The decor here for a fast casual spot is great.Come here for the chicken as they serve it up roasted and fried. You can choose between the thigh meat or white meat for the roasted chicken but they have flavorful fried chicken strips as well with a spice dusting and a mustard dipping sauce. I usually come here for the roasted thigh over kale salad with a hard boiled egg. The avocado in it is a nice touch as it is also roasted. The chicken and rice platter is also great as it has tomato and fried shallots. The rice to me though was a bit undercooked. They have great granola here as well and wonderful bite size dessert pastries like apple, peanut butter and chocolate, and seasonal pumpkin. But the secret here is the chicken pot pie only served seasonally. Wow so tasty. Lots of chicken and ingredients and love the touch of maldons sea salt. This is the order to come back here over and over again.",18,0.996
72,15,4,4.0,"Friendly service and cool vibe. Of the speakeasies I've visited recently, EO did not let me down and is in my top five. For drink, I had the Fraise Sauvage - Fords Gin shaken with wild strawberries & Tahitian vanilla, finished with EO prosecco. I also ordered the bone marrow poppers because I had read about them in other reviews. I have to say I wasn't impressed by the poppers so don't feel like you have to order them. It's a tiny space so best to come at off peak times to avoid lines to get in or crowds. I came early and got to enjoy the space without too many others in there.",12,0.8569
73,21,11,4.0,"This is a tough workout. I do this when I really want to push myself. It is a combination of treadmill, weights and floor exercises. All very challenging.The space is very clean, with just one exercise studio. The prices are comparable to other classes in the area. The packages don't have any expiration so there is no crazy rush to take the classes.The only negative is after 1 ripped class, I am sore for a week.",19,-0.7892
74,20,14,4.0,A great place to venture for bespoke cocktails and elevated bar food. Be warned it could become your bane. No longer is the spirit considered a menace to society but falls inline with the rest of the luscious spirits. The atmosphere is casual and fun with a hint of sophistication. Definitely a stopping point when in the area.,22,0.8608
75,9,4,4.0,"Fun little chill spot to grab drinks with friends. They have some creative non-alcoholic drinks. Orange colored sky and the flight no. 1 are both enjoyable, though Orange colored sky is more memorable.A slightly pricey spot so be prepared to pay a pretty penny for the experience.",12,0.9322
