,Cool,Funny,Rating,Text,Useful,Sentiment
736,9,6,5.0,"Freemans was one of the first and most memorable places I visited in NYC right before moving there a couple months later. I was looking for a place to have brunch with my family for my birthday and was drawn to this place in particular because of the lovely rustic decor and the fact that it was ""hidden"" and off the beaten path. I will never forget turning a corner and walking down that very unassuming urban alley that leads to a tiny rustic entryway. One minute I was in New York and the next I was somewhere much more remote. The interior is stunning. I am a sucker for atmosphere and this place really did a great job in that department. There is lot of warmth, wood, flora, and taxidermy. It's simple, rustic, and reminiscent of an old world hunting lodge or farm house. The menu is great and offers a nice variety of simple, hearty, American fare. Downstairs was a little more tightly packed, but we were seated upstairs, which was less busy and had more room to spread out since we were a larger group. The food was fantastic and everyone enjoyed their meal, adults and kids alike. The brunch cocktails were great as well, and the prices were very reasonable. I've returned one other time just for drinks downstairs. Unfortunately, that time the service was not very good because our bartender was not very nice, but I won't hold that against them since my last experience was excellent all around. I would recommend Freemans for a variety of occasions. It's great for brunch with friends, but at night I would imagine it is super romantic and, therefore, would probably make for a great date night spot. I can't wait to come back for dinner!",14,0.9963
737,10,6,5.0,"So good, so good! The sweet milk cream had us so excited after we finished our large bowl that we promptly went back for a green tea round of seconds. Will definitely be back. Would love to have egg pudding as a topping option!",15,0.965
738,8,4,5.0,"Saeed's food is AMAZINGLY good and really complex! Plus I love how he cares so deeply about his food. I haven't had a chance to dine-in bu bf rode his Citi Bike down to the shop to get us some Persian goodies. We had the famous thick winter veggie soup, which was so fresh and wonderfully home-made. It had a lot of flavors going on but all came together nicely: spinach, dill, noodles, crispy garlic (especially this, yum!) and then some. We also split the stew of the day which was an awesome shredded chicken dish with very royal rice and sour cherries. I love how the menu changes often because I believe any kind of experimentation coming from this joint is a good one. $20 for both items and healthy portion sizes, too. There is something special going on here for sure.",11,0.9923
739,8,4,5.0,"Best place for new dim summers! I've been coming here for about 20 years and have brought many new comers along the way. I promise you that it will impress! The place is massive with a big escalator bringing you to the large banquet hall, which is actually used as an event space and sectioned off for weddings and such. It's size, atmosphere, and food are all very impressive!When you are seated, you will receive a card for your table that servers will stamp when you order a dish that is small, medium, or large. As the servers push the carts by, you will see an array of mainly southern Cantonese style small dishes. You will point out which you want, they give you the dish, and stamp your card. Easy as that! When you are stuffed and cannot eat anymore, take that card and head to the cashier by the escalators to pay your bill. Tip is left on the table. Food! here are the staples that we can't dim sum without:-ha gao: (shrimp dumpling)-Sui mai: (pork dumpling)-cheong fun: shrimp in think rice noodle)-(spare ribs on thick rice noodle)-wu gok: (fried taro)-cha Siu bao: (roast pork bun)-lo Mai gai: (sticky rice)-Dan tat: (egg custard tart) for dessertFew other quick tips:- Cantonese call dim sum ""yum cha"" which means to drink tea. So when your tea runs low, take the top of the teapot and tilt it. That will let your servers know it's time for a refill!- there is a buffet style setup along the long wall that will have your more interesting food items. We're talking snails, stomach, fish balls, and also some killer veggies- get here before 11:00 to avoid the rush!!!my only complaint is that they recently started trying to jump in on the NYC boozy brunch scene by offering a bar cart with mimosas served by Americans. Don't get me wrong, I'm all about the boozy brunch, but it unfortunately makes this place a tad less authentic",17,0.6238
740,10,12,5.0,"Maple Bacon cookie? Yes please! Red Velvet cookie? Yup!Green Tea cookie? Hell Yes.Cookies & Cream cookie? That's a given.Chocolate Duet cookie? Duhhh.Chocolate Chip? I think I'm going to need another box...The cookies here are amazing. They're freshly made, soft, and super decadent. Indulge those taste buds and practice your willpower. I apparently have none. More cookies for me!",15,0.8731
741,15,13,5.0,"F irst of all: blown away by the whiskey selection!L ovely collection displayed beautifully along the wallsA nd really the entire interior really well decoratedT he overall feel is old fashioned, classy, and funI ntimate seating and more open area both availableR eally impressed by their knowledgeable, friendly serviceO ur waitress totally knew her ish, and was awesomeN o question went unanswered with her, and we had lots!R ather happy with my 'World Tour' flight of 6 whiskiesO rdered cocktails as well, which were perfectionO verall, could not have had a better parlor experienceM ost definitely coming back; already made a reservation!",8,0.9704
742,13,6,5.0,"I'm almost torn to write this as I'd love to keep this hidden gem all to myself lest it become the next hot commodity that takes 2 months of planning to get a reservation at.Domodomo is probably my favorite discovery of 2015. I'm always on the lookout for great Japanese spots and am surprised that the opening here didn't get more fanfare. In addition to being able to order a la carte, Domodomo offers what is probably one of THE most reasonably priced tasting menus in New York: 1. 6 courses for $302. 8 courses for $45 3. domokase 10 courses (+5 sushi pieces) for $68I got the last option,which I thought was just a little too much food, but as always my eyes were bigger than my stomach. Highlights included the truffle chawanmushu, jumbo oyster, eel and katsuo sashimi (comes with an awesome mango salsa). The one noticeable item that isn't on any of the set menu's is the uni pasta, so next time I think I'll go with the middle option and pasta to share.One of my main gripes with Asian restaurants in general is that dessert is often forgotten about, and every restaurant will offer some sort of green tea ice cream or cake and call it a night. So I was pleasantly surprised with the hojicha pudding, which had just a hint of sweetness and a great smoky flavor.Edit: they now also offer a sushi course! It comes with edamame to start, 8 pieces of sushi, a crab handroll, an eel handroll and dessert for $55",23,0.983
743,6,6,5.0,"What a wonderful wonderful place to go to for brunch!I have to admit, I'm not big into going out for brunch, because most places I have been to have just been a disaster, and it was just cheap and disappointing. But off a drunk late night whim a.k.a. great idea when you're drunk but terrible idea to try to wake up sober/hungover....it was definitely something memorable!I made reservations (drunk the night before) for 4, and a 5th person decided to join us last minute, which they were able to accommodate for about 12:30.There was a good crowd still, and yet it seemed like the service was fully concentrated on our table, and only our table.The food was impeccable, the trout hollandaise was the most perfect combination of crispy, creamy, salty, that I have had. It sounded so good that 3 out of 5 of us ended up getting it. YUMMMM!!The escargot were piping hot, perfectly seasoned, not overly salty. Perfect accommodation to the bread basket that they kept on bringing. The oysters, unfortunately were out of a few types but we ended up trying other types that were fresh and delicious as well.The bloody mary's were made with love, garnished with pretty lemon, lime, celery, and even olives. And they weren't stingy with the alcohol, definitely hangover cure! I even tried my cousins mimosa and is was made with fresh juice as well.And I guess my cousin has been there before where she said hi to the owner, and he must've overheard that it's her birthday brunch, so he sent us over free dessert and coffee as well.Just a wonderful experience and even though this was about a month ago, it was such a great time that I remembered it just like it was yesterday! HIGHLY HIGHLY RECOMMENDED!!!",16,0.9973
744,9,8,5.0,"The Quick: A fantastic hole in the wall spot for roast pork over rice with cabbage for $3.50 which is so tasty. If you don't trust me, trust the line down the block at all times (moves quickly).The Details: As with all my favorite hole in the wall restaurants, I like to be very upfront right away. There are no chairs in this restaurant, it is take out only. This is actually a good thing because the line is always down the block (full of locals) and yet it moves quickly. We just walk to the park near by to enjoy our meal outside comfortably. As far as I know there's only one or two options on the menu, and the staff speaks very little English. Just get whatever everyone else is getting because it's cheap, it's greasy, and it's delicious.This place deserves its 5 star rating based on quality of food for the price. It cannot compete in venue, atmosphere, or presentation to a more expensive restaurant. However the food is extremely good and the flavor profile is different than your average meal. In this price range it's a great alternative to a fast food chain and more filling than a slice of pizza. My boyfriend and I split the roast pork and the 5 dumplings from Prosperity Dumpling for $1 (see my other review) and felt very satisfied for a late lunch. The Damage: Under $4 for a full meal for one.",14,0.9116
745,12,10,5.0,"Who is the Duke of Luke's Lobster? Well I am the Duke and I enjoyed every last step that brought me to this point. There are a lot of choices. Actually there are a lot of great choices. I'm an economist, and therefore concerned with the cheapest way to get the most diverse flavors in my mouth at one time.....'A Taste of Maine!' Give me a half of all of your three rolls and then throw some extra stuff in! That's how you take a visit to Maine in a NY second. The lightly toasted buttered roll buns grace the nicely chilled lobster, shrimp, and crabmeat, all of which is in itself buttered with a delicious garlic dressing soaked throughout. The texture of the meat isn't rubbery, but fresh also.Well Luke decided all that wasn't enough. So he added in a couple claws for a couple more dollars because he's that type of guy.(sigh) To be frank, that description isn't really doing the best job of describing what Luke is selling. How do you describe 'love' to a person who has never experienced it? See what I mean? So that brings me to my suggestion/solution.TAKE YOUR TAIL OVER TO LUKE'S LOBSTER AND GRAB A ROLL, OR TWO, OR THREE. Then again, just going for a visit to Maine isn't a bad idea. And if you're rolling as a duet, and not solo, make it a Noah's Ark (A Taste of Maine x2 w/ a $2 discount). HaHa",13,0.9753
746,18,18,5.0,"Iconic. A ""must"" when you're in New York. I'll keep it short because I know you'll visit. Katz's is good at any time of the day. Whether it's leftovers for breakfast, lunch or dinner, Katz's is amazing. I used to take the F train all the way from Jamaica, Queens (sometimes by myself #fatgirlproblems) just to get a sandwich from here. It's that good. Some of my favorites: Pastrami, Katz's Cheesesteak, Katz's Cold Sub, the macaroni salad, and the knishes. Order any of these (or all) and you'll be super happy.",22,0.9638
747,10,9,5.0,"Very nice. Came here with my boss and got the Crunchy Tuna after he recommended it. Service is really quick and efficient here and they're also very kind! Food is unbelievably fresh and I can definitely see why they're busy around lunch hour. It's located in the basement of The Atrium for those who cannot find it. Although I loved the tuna, the bread was a little hard to eat in my opinion. Perhaps it's because I just suck at biting bread but if it were on a panini or something easier to bite, it would be my all time favorite sandwich. The tuna is perfectly mixed with veggies like carrots and peas giving it that ""crunch"". It helps to break up that tuna-y taste that sometimes gets old pretty quickly. Portion is also pretty filling and it's $8.75 for fresh ingredients. What else could you ask for?? Try this place now!!",20,0.9933
748,15,13,5.0,"I've had many of special moments at this place. You can't go wrong on anything they offer. But the cookies are the best, and I may or may not have had tasted all of them. ALL OF THEM, in one single sitting....Tip #1: Come super late, and if you're lucky--they give you free desserts. Doubt this is part of their policy, but most definately has me coming back at the wee hours of the evening. Not even sure if this counts as real tip. *shrugs*P.S. I especially enjoy the fact that I can come here at any hr of the day since they're open so late. So late night after drink cravings are always satisfied. =)",17,0.9605
749,11,6,5.0,"I recently took advantage of the opportunity to see One World Observatory prior to its actual opening. I was excited from the second I chose my tour time. Everything here is very organized, the entrance is separate from the employee entrance (which is smart) and there is staff EVERYWHERE to help you along the way. I promise you cannot and will not get lost. Once you're inside, you go down the escalator, they check your ticket, and you go through TSA-type security. Be prepared to take off your belts and empty your pockets!Once you're through security, you wait for the elevator that everyone has been talking about. It's no joke. You get to the 102nd floor in a matter of seconds and on the way up you see the city being built from farmland to what it is today. Your ears will also pop at the end. The 102nd floor has a small theater where you watch a quick visual of NY today and there is a little surprise at the end (I won't give that away). You eventually make your way down to the 100th floor which has 360 views, meaning you can see the city, Brooklyn, Staten Island, Lady Liberty, etc etc. Tons of photo ops on all the floors! Even though it was overcast when we went, you could still see pretty far out.There is also the Sky Portal which you can walk on. It looks like you could fall through at any moment so it's a bit of a mind f*ck but it's awesome nonetheless. There is also a restaurant and a gift shop (which I disagree with but whatever). If you want to see a beautiful building and experience pretty much all of NYC, you should definitely come here once it opens on May 29th. Also the video in the elevators going down IS totally different and if you typically experience motion sickness, this might not be for you. Overall, a fantastic way to spend an hour or two.",16,0.9914
750,10,5,5.0,"I have passed Yuca bar many times and never really looked at the menu until my brother pointed it out once. This place is ALWAYS packed on the weekends and for a good reason. My first experience here was on a Tuesday where for $34 the two of us ate way more than we can handle. They have half off tapas but the tapas are larger than what you would expect. We got two orders of guacamole ($4.50 on tues) which has about a cup guacamole, a cup of salsa, and a huge basket of chips... So all that times two, calamari ($5) which was HUGE-- looked like two orders at any other restaurant, yuca fries ($5) which are AMAZING but are not on the half off menu, Latina salad ($8) which was also not on the half off menu but it was a really good portion, and a diet coke & a tea which was A LOT of food for the price.The second experience I had here was MUCH better even though the first visit was still good (and a really good deal). I came here with a couple of friends on a Saturday night around 7:45. We got drinks at the bar ($7 for tequila on the rocks) while we waited for only about 5 minutes for our table. We got guacamole ($9), taquitos de pescado ($13), salmon ceviche ($12), and pulpo ala plancha ($12). The high lights were the Taquitos and the ceviche. I definitely like the dinner menu a lot better here and you can still get the happy hour discount since it goes until 8pm. It is usually packed but there are a lot of table and you can always get a few drinks at the bar while you wait.",16,0.9945
751,13,8,5.0,1st time coming here was recently on a Friday around 5pm. As soon as I walked in I fell in love with this establishment. I sat at the bar because I was meeting with friends for drinks. My bartender was extremely sweet and attentive. I never had to track him down to order a drink. He was ALWAYS on top of it. I believe his name is Jamison but don't quote me on that. I ordered the shrimp dumplings which were great. I love dumplings so anytime I see them on the menu I have to order them. This place fills up fast after 5pm. This a great spot to grab a drink after work if you work in the Flatiron district. I would consider it a chic or trendy bar. Upstairs this establishment has a wine bar that I did not get to check out BUT WILL upon my next visit.,13,0.9799
752,15,6,5.0,"I actually didn't try any soba here! But their yakitori and other food here is surprisingly good.Yakitori: I tried the liver, shishito peppers, gizzard, chicken skin, and all were cooked really well! They could've just a pinch more of salt, though. Smoked mackerel: SO GOOD. I've always loved this dish but it's really good here. The fish is juicy and fatty and full of smoky salty goodness. Had to get another order.Zaru Tofu: I really like this, but some people might find this a waste of money. It's light and creamy and comes with ginger and salt, but I like it plain.Grilled Squid: Nicely cooked, not overdone, and tender.Takowasa: The takowasa at Hagi was always my favorite but this one tops it! It has a ton of flavor and just the right amount of wasabi (I like it spicy). I liked the radish mixed into the octopus. Also, the octopus was fresh.I love the ambiance here. It's not super crowded like other yakitori places and the service is attentive. I'd say it's a little more high end here compared to others.",18,0.9931
753,22,7,5.0,"I'm here every other week. I am a museum person, and let me tell you something: no other museum in the world compares to this.Everything is organized chronologically. Everything is organized neatly and symmetrically. Everything is taken care of with utter diligence. There is a department for everything, even for lighting. This is my favorite place in the world. Go up the grand stairs. Make sure to don't miss out on the Egyptian and Roman wings. Look at the wonderful Van Gogh paintings; they are thoughtfully placed with the Gauguin ones. Enjoy the Picassos and the Monets too. Don't ignore the period rooms. make sure to visit the American Wing, but don't ignore the Tiffany fountain or the Tiffany Arches. Take it all in, there's something for everybody. It is a public museum for those who didn't know, you can request to see a piece of art they have in storage and they will show it to you. It is also suggested donation put always add a buck or two from what you were initially planning to give it takes a lot to keep such an institution running. Have you ever seen a Da Vinci sketch, up close? The museum will be open late until 9 (they say) on Friday and Saturday, but they will start closing the galleries and guiding people out earlier, so let's call it 8:40ish. There will be live music and the Great Hall bar will be open. They have a good selection of wine and cocktails. They offer wine flights for $18. The rooftop bar is open, but it's a weird ambiance with the fake grass and overpriced meh drinks. The views are great.",26,0.977
754,11,12,5.0,"Summary: Siggy's is a terrific spot for comfort food with gourmet flare, smoothies and juices, and a menu that offers something for everyone but that'll make vegans and vegetarians especially happy. If you've been to Siggy's original Brooklyn location, the menu here mostly overlaps with the one there, but the space here is maybe two or three times bigger and more stylish. Though the original location is cozy and a swell space to eat in, the new Siggy's feels more refined, somehow more like a restaurant. You could come here with friends or family, but it'd work for casual dates too. All the produce used is organic and, maybe more importantly, all the meat is sourced well (e.g. the beef is pastured). Infinite plus points.Misc details:* The macaroni n' cheese is excellent. The whole wheat pasta has more body and feels more substantial than plain pasta, and the cream & cheese sauce turns your mouth into a gooey wonderland. My friends and I split this four ways and had it as an appetizer.* The soup--black-eyed peas, tomatoes, and celery--was equally great. It's a daily special, but if you like hearty vegetable soups and this is available, you'll like this.* Salmon burger w/ feta on brioche--solid. They were two sizeable patties side by side, and they paired well with the feta, smeared onto the toasted bun. I liked this but I hear the turkey burger here is phenomenal, and the beef burger is all pastured-beef (as is all the beef served here), and I was left wishing I'd maybe tried one of those.* The raspberry tart! As with the BK location, this is the best dessert. It's crispy, tart, sweet, and leaves you impressed that it's vegan. It's not huge, but big enough to split two ways easy, or even three or four ways, if you want more of an amuse-bouche-y dessert.* Siggy's has a small selection of organic beers--the Pinkus wheat lager is sweeter than most beers, but if you're okay with that it's a very good hefeweizen.* It's also the sort of place that has theme-appropriate political flyers up in the bathrooms. Did you know that Monsanto is suing Vermont because Vermont passed a law mandating all G.M.O. foods be labeled as such? I did not know this but I do now. Now, you might not worry about genetics and crops, reasoning that it's silly to worry about any such thing when we're all doomed anyway, what with the seas rising and the advent of the AI overlords nearly upon us! So you might just go to Siggy's to enjoy wholesome food before that happens. And that's okay. The politics don't get in the way of the eating.",18,0.9984
755,11,12,5.0,"On Thai Avenue, how do you differentiate yourself?First of all, hire a SWAT team that can deal with regulars and troublemakers alike, and empower them to entertain and excel - Jesse and Mai work at their bar and always remember me, even though all asians look alike.Second, focus on your distinctive characteristics. At Viv, northern Thai dishes were the exception rather than the rule, but with recent revisions to their menu, Viv is expanding into an area that isn't well represented in Hell's Kitchen.For best results, get anything on their menu preceded by their tom pakard jew - it's so savory it's not funny.",15,0.4624
756,11,6,5.0,"There is literally no pho place in the area and i was soooo happy when they finally opened one, bc as an asian, i eat pho:- when i'm sick- when i'm cold- when i'm dieting - when i'm craving warm soup- when i'm hungry in generalThe pho here is actually soooo good (noodles slightly undercooked the way i like it, and soup is cinnamony, fragrant, and savory), and the even better part is, the food here other than pho is good as well!!! I just got back from visiting Vietnam and was on a Pho Ga eating binge, and this place opened right in time for me! woohoooo~",15,0.9269
757,19,16,5.0,"If you read ONE review of this place, this has to be it.One word: Omakase.Listen up white people! Take a seat and take notes.I couldn't believe what I saw when I walked into Neta. My friend advised me that Neta was an amazing sushi spot to go for Omakase and so after my 4-day juice cleanse was over, I ventured on over to Neta.I walked in and saw all white people! WHAT? I looked at my friend and asked if he was sure that it was that good! Not just white people...white people eating rolls. Rolls?! WTF. Likely they were freakin' California rolls! I was definitely not confident that it would be a great meal. I'm white and listen, there's nothing wrong with white people eating at awesome sushi spots but I was just taken aback as usually when I go to ""authentic"" sushi spots, there are not many white people at all (like 1-2 max).I was also surprised to see a mixologist behind the sushi counter in this small little bar area. He made me a great cocktail with soju vodka, yuzu juice, peychaud bitters, and simple syrup. It was quite strong and different but very tasty. We ordered the omakase (chefs choice) that had 8-ish prepared/cooked dishes to start (can't remember), followed by 10-ish courses of omakase sushi. I forgot the exact numbers but whatever, you get the point.Are you ready to start this magical journey with me?Prepared dishes:+ Leek soup - This was like straight out of a 3-Michelin starred restaurant. It was so well presented that I felt terrible actually eating it. Honestly (see attached photos) it was ridiculously good.+ Toro Tartare with caviar + White asparagus salad with miso tofu, scallion purée, quinoa, and pickled radish+ Miso glazed seabass+ Raw fish kara age+ Wok fried lobster with miso and lotus root********+ Wagyu beef with king mushrooms - I swear I almost damn near fell off my chair when I ate this. BEST PIECE OF MEAT I HAVE EVER CONSUMED IN MY ENTIRE LIFE. Do I need to repeat this? Make bold letters and stars when you are taking notes about this. Legit, the best. It melted in my mouth.*******+ Mochi rice (risotto) with uni and truffles - Is this for real?! Seriously. Come on guys, you can stop trying now. The sushi pieces were quite heavenly as well. Very fresh and VERY good.We ended with the peanut butter ice-cream (THEY MUST HAVE KNOWN THAT I AM OBSESSED WITH ALL THINGS HAVING TO DO WITH PEANUT BUTTER) and I can definitely say that I was in heaven. For a good 2 hours, I was sitting in heaven.Neta definitely ranks within the top 2 sushi restaurants in NYC in my book and I have been to pretty much all of the top sushi restaurants in the city. YOU MUST GO and also make sure that you sit at the counter and get the omakase. Trust me, it's worth every penny!",30,0.9983
758,15,4,5.0,"Threw my big 30th birthday bash at The Winslow and I couldn't be happier with how it turned out! Pros:* One of the nicer bar lounges on 14th street with an elegant, warm, and unpretentious atmosphere. * Winslow is perfect for large parties- I reserved the semi-private room in the back that can hold up to 35 people max. When 65 people ended up coming, the room obviously became super cramped so many ventured out into the main bar space, which was totally fine. If I were to do this again with the same number of people, I would reserve the 1-2 additional tables right next to the semi-private room. * The best part about The Winslow was the excellent service. Unlike similar lounges like Stanton Social or Verlaine's, The Winslow is one of the few, if not only, slightly higher-end Manhattan bars that do not require an initial deposit, a crazy minimum charge, and one or limited tabs for parties. They also offer open bar specials, but I decided to go with the easier cash/credit bar! * Keiran, one of the managers, was so nice and easy to work with. He always replied to my emails promptly whenever I had any questions. When he mistakenly informed me the Happy Hour ended at 8PM (when it was 7PM), he still kept his promise for my group. They were so easy-going that they let me re-arrange the furniture in the semi-private space. Rory was sweet and friendly, and all my friends were happy with how quickly he came back with our drink orders, especially when he was our only server. Throughout the night, both Kieran and Rory made sure to ask me how my friends and I were doing. * The food here is delicious! I ordered several party platters (which you order 2 days before your event), which my friends loved! The winning hors d'oeuvres that night were the Pigs in a blanket, Goat cheese and fruit compote, Deviled eggs with crispy bacon, Grilled cheddar and tomato sandwiches, and Smoked Salmon Crumpets. * The Winslow is known more for their gin cocktails. I gravitate towards fruitier and sweeter drinks, so I loved the Garden of Eden $11 (Gin, St. Germaine, Lime/Lemon). Happy Hour Specials:Cocktail of the day - $7Gin and Tonic of the day - $7Draft beer - $5Wine - $5Post-Happy Hour:Cocktails - $10-$12Beers - $5-$8Wines - $8-12* During busy nights Fri-Sat- they had DJ sessions starting around 10PM. The electronic music was fun and not over-the-top brash like dubstep. * My GF surprised me with a birthday cake, and without any extra charge The Winslow added big sparkers on top and brought out plates and cutlery for everyone. Kieran and Rory, thank you so much for making my 30th birthday so fun and easy!!",39,0.9989
759,15,8,5.0,"I am a HUGE fan of Brooklyn Industries! Their clothes are comfortable, hold up in the wash, look great, and are decently priced. I have a few really great pieces from them that I pair with pretty much everything in my closet. Their sales are pretty awesome right now: buy 1 get one 50% off. I was able to get 2 jackets for the spring and some comfy spring/early summer cardigans and sweatshirts.By the way, I got my boyfriend a jacket, a button down shirt, and a sweater from here for Christmas, he's been hooked on them since then as well!",13,0.9834
760,10,7,5.0,"Holy moly, I need a bigger stomach for my trips to this neighborhood because goa tacos is added to my must-eat list!Paratha tacos are so smart! It's a large, buttery, flakey and chewy shell encompassing all the good qualities of naan, Chinese scallion pancake (minus the scallion), and phyllo dough. It's crunchy on the outside, yet chewy enough to sop up all the delicious juices without falling apart.I got the lamb shoulder, which comes with tzatziki sauce and eggplant salsa. It was total perfection: the shredded lamb was tender, juicy, and flavorful (garlic baby!!), while the sauce gave it a decadent, creamy component and the salsa a fresh crunch. Although it was a single taco, I was quite satisfied after finishing it. If I didn't have upcoming dinner plans I would've wanted to try all the other tacos!My tastebuds are still salivating from the taco as I write this review. Go there before it gets too packed!!",22,0.9674
761,14,9,5.0,"Japanese-style crêpes are still very much alive, kicking, and trending. It's Spicebox Crêpes's balance of quality, price and location that gives them the nod for our overall rating of 4.5/5.0This crêpe concept first landed in L.A. around 2005, and made it's way to NYC in 2013. Spicebox opened on Pell St., in the heart of Chinatown in October 2014, so they're still relatively new to the neighborhood. They have (reportedly) 5 locations including 3 in Guangzhou (China), 1 in Guangdong (China) and this new NYC outpost.One can't help but draw comparisons to other Japanese-style crêperies, (Eight Turn, T-Swirl, little known Big Bear) and traditional French crêperies. The timely conical shape preparation, while not all that difficult to execute is still an art and thus difficult to master. Savory or sweet, there's sure to be something for everyone either for breakfast, lunch, or snack to be shared. Made to order on-premises, the price point is comparably in the $7-10 range.I ordered the ""Tokyo in a Bite"" (Strawberries, red bean, green tea ice cream, pocky sticks, yogurt, chocolate sauce) which was easily my favorite of the whole menu, and ""Piece of New York"" (Blueberries, cheesecake, jam, whipped yogurt, house Nutella) and while these are different in their own right, they're just as tasty and fresh as their counterparts they're named after. They're Light, flavorful, and portable with their own handheld, tear off cardboard container to consume it in. The ingredients are fresh and complement each other well within the crêpe.I've also ordered a cappuccino or two and know that they offer a perfectly acceptable blend of standard coffee. This is actually a great place for me to duck into to get my caffeine fix while everyone else queues up at the other cafes. By the way, the cup and matching polar bear sleeve are ridiculously adorable!The space is fun and inviting, with colorful adornments throughout, and detailed hexagonal floor-tiling. A chalkboard menu keeps the menu dynamic, and the wall of crêpes adorning the window is a nod to the Japanese fake food motif.I'd like to see if they add to the menu as the weather gets warmer. Parfait and frozen yogurt sound good to me but hopefully something unique, original, and insanely Instagram-worthy.Spicebox may be an underdog in this space, but they're the ones to watch, as I expect they may be adding delivery and catering options to weather the seasonality of their product and target small businesses, too. As I don't enjoy venturing into neighboring NoLIta, their location within Chinatown is perfect for me, and ought to help them capitalize on tourist and local traffic. Overall rating 4.5/5.0",18,0.9969
762,11,10,5.0,"Woke up one morning and felt like my right ear was stuffed and could not hear so well, no other symptoms. Being your above average neurotic, I went to google and read about sudden sensorineural hearing loss (basically, sudden deafness that comes out of the blue). Then spent an hour watching youtube clips of doctors removing bugs and other unpleasant things from ears. After a day or so, with no change, I decided that I should probably seek the help of an ENT. Went to Castle Connolly (see my yelp review) and started calling doctors.  Luckily, I was able to get an appointment with Dr. Rothstein the next day (he accepts many different types of insurance). After booking the appointment I starting reading patient reviews and was happy to see that they were practically all glowing. I thought to myself, what are the chances of being able to get a next day appointment with a CC listed doc who accepts my insurance and has universally excellent reviews?!Went to see the doc the next day. Great modern/clean office located at the NYU Langone Medical Center. Turned out, no bugs, just a little impacted wax that he gently removed (no pain at all). I will be the first to admit, I'm a bit of a doctor snob; stellar credentials and a decent bedside manner mean a lot to me. I also like to see doctors that have been PRACTICING medicine for a long time (but not too long). Dr. Rothstein exceeded my expectations in every respect. Not only does he have a good professional reputation, he is a heimishe guy who made me feel very much at ease. I highly recommend him if you are in need of an ENT.PS: The entire consultation I was thinking of this scene:  youtu.be/dwswnuTvSMIPPS: It is a great feeling to be able to hear perfectly out of both my ears again. This whole incident has made me appreciate and marvel at how our ears work.",19,0.9906
763,12,7,5.0,"This place! I grabbed a few magazines and an egg cream here. It was worth every penny, even if I did have to buy a chocolate bar to meet the CC minimum. The service has always been great, the egg creams satisfying. I've brought along other NY transplants who couldn't comprehend the idea of mixing milk and soda water. Now they are true believers!",15,0.9078
764,11,0,5.0,"Aire Ancient Baths...I am so thrilled I stumbled upon this place. Upon first walking in, we thought ""wow, we are out of our element."" The fancy lighting and interior design was beautiful but much more than we are used to. We checked-in and were given wrist bands that magically opens a locker. Lockers hold a bathrobe, towel and slippers so all you need is your bathing suit! What stood out immediately was how friendly, helpful and welcoming the staff was. There were women working in the locker room making sure we all knew what to do and they brought us down to the pools when we were ready. We thought it would be relatively empty as our time slot was 9-11 pm (!!) on a Tuesday night but it was full!Oh my dear lord...the pools. A salt water pool, a very hot pool (102 degrees), a freezing cold pool with ice chunks (53 degrees), a jet whirl pool, a pool in back that we called the ""grotto"" because it was hidden and dark and cave-like. And then the steam room - the most incredible steam room I've ever encountered, enclosed in a glass room with aromatherapy.We tried each pool quickly to figure out which we liked best. And then we had TWO HOURS to relax, float, and breathe deeply. Yes, as others have said, most people here are couples and people did seem to get very touchy feely, which might make some uncomfortable. I just ignored them and enjoyed myself. We had also booked 15 minute massages, which were wonderful and much too short, although I'm glad because that gave us more time to spend in the wonderful pools (massage time is included in your two-hour time slot).This is the perfect romantic date or special occasion celebration. It is very expensive so it's perfect for a treat. I had the best time and would recommend it to everyone I know. Book far in advance as they get quite busy!",20,0.9982
